a body	en kropp
noble-minded, noble, noble	ädel
nobleman, knight	adelsman
nobles	adeln
noblewomen	adelskvinnor
nod	nick
nod	nicka
nods	nickar
nodule, tubercle	liten knöl
nogging, mug	mugg
nohow	inte alls
noise	buller
noise	olåt
noise	stoj
noise, fuss, ruction, trouble, rumpus, rag, tumult	bråk
noise, jangle, jangling	oljud
noisless	ljudlös
noisy	högljudd
noisy, rowdy, disorderly, troublesome, turbulent	bråkig
nolle prosequi	åtalseftergift
nomadic	nomadiserande
nomenclature, terminology	terminologi
nomination	utnämning
non	icke
non-	icke-
non-aggression	icke-angrepps
non-alcoholic	alkoholfri
non-aligned	alliansfri
non-alignment	alliansfrihet
non-ascii	icke-ascii
non-biblical	icke-bibliska
non-binding	icke-bindande
non-commercial	icke-kommersiell
non-commissioned officer	underofficer
non-credit	icke-kredit
non-delivery	icke-leverans
non-electrical	icke-elektiska
non-empty	icke-tomma
non-encrypted	icke-krypterad
non-essential	mindre viktiga
non-exclusive	icke-exklusivt
non-existent	icke-existerande
non-existent	obefintlig
non-experts	ickeexperter
non-federal	icke-federala
non-israelites	ickeisraeliter
non-jewish	icke-judiska
non-jews	icke-judar
non-levit	ickelevitisk
non-licensed	oregistrerade
non-office	icke-kontorstid
non-official	inofficiell
non-ordering	icke-order
non-profit, noncommercial	ickekommerciella
non-rigid plastic	mjukplast
non-secured, non-secure	icke-säkerställd
non-sexual	ickesexuellt
non-standard	ej standard
non-stop	utan uppehåll
non-text	icke-text
non-toxic, non-poisonous	giftfri
non-usa	icke-usa
nonanointed	icke heliga
nondescript, indefinable	obestämdbar
nonexistent	ickeexisterande
nonfederal	ickefederala
nonplus, intrigue, flummox, confuse, perplex	förbrylla
nonpolitical	opolitisk
nonresidential	utsocknes
nonsense	dumheter
nook	hörn
nook, corner	vrå
noon, dinner, midday	middag
noose, halter, snare, trap	snara
nor	inte heller
nor, or	eller
nordic	nordiska
normally	normalt
norman	normand
Norman	normandisk
north	nord
north	norr
North Pole - the	nordpolen
northern	nordisk
northern	nordlig
northern, north	norra
northwest	nordväst
Norway	Norge
Norwegian	norrman
Norwegian	norsk
nose	näsa
noses	näsor
nostalgia	nostalgi
nostril	näsborre
nostrils	näsborrar
not	ej
not amiss	inte oäven
not grudge	unna
not in the least	inte det ringaste
not so .....as	inte så .....som
not, doesn´t, don't, don´t	inte
notable	märkbara
notable	sevärd
notable, remarkable, noteworthy	anmärkningsvärd
notable, signal, singularis, notable	märklig
notation	beteckningssätt
notations, estimates	noteringar
notch	hack
note	anteckna
note	notera
note down, jot	annotera
note, footnote, memorandum	not
note-paper, notepaper	brevpapper
noted, acquainted	bekant
notepad	anteckningsblock
nothing at all	ingenting alls
nothing, nil	intet
nothing, nothing	ingenting
notice, dismissal, warning, termination	uppsägning
notice, observe	iakttaga
notice, observe	observera
notice-board	anslagstavla
noticeably, significantly	märkbart
noticed	märkte
notification	kungörelse
notify	avisera
notify, announce	tillkännage
notify, forewarn, warn	varsko
notoriety	känd sak
notorious	beryktad
notwithstanding	oaktat
nourish, rear, nurture	uppföda
nourishing, alimentary	närande
nourishment, feed someone, food, give birth to	föda
nourishment, trade, nutrition	näring
novelist	romanförfattare
novels	romaner
novelty	nyhet
novelty	nymodighet
November	november
now	nu
now-reigning	nu regerande
nowdays, nowadays	nu för tiden
nowhere	ingenstans
noxious, injurious, harmful, deleterious, noisome	skadlig
nuclear	kärn-
nuclear-powered	atomdriven
nucleus	cellkärna
nudge, push	puffa till
nudist, naturist	nudist
nugget	guldklimp
null, vile, trivial	värdelös
numb	avdomnad
number two	bajs
numbered	numrerad
numbering	numrering
numerator	täljare
numeric, numerical	numerisk
numerous	otaliga
numerous, multitudinous	talrik
nun	nunna
nuptial	bröllops-
nurse	sjuksköterska
nurse	sköterska
nursery	barnkammare
nursing, breastfeeding, breast-feeding	amning
nut	nöt
nutcrackers	nötknäppare
nutmeg	muskot
nutmeg	muskotnöt
nutrient	näringsämne
nuts	muttrar
nuts	nötter
nutshell	nötskal
oak	ek
oaken	av ek
oakum	drev
oar	åra
oasis	oas
oaten	havre-
oath, expletive, oath, curse	svordom
oath, oath	ed
oatmeal	havremjöl
oats, oat	havre
obducracy	förhädelse
obdurate	förhärdad
obdurate	förstockad
obedience	lydnad
obedient, docile	lydig
obediently	lydigt
obeisence	vördnadsfull hälsning
obesity	dästhet
obesity	överdriven fetma
obey	hörsamma
obey, conform to	rätta sig efter
obilged, greatful, thankful, grateful	tacksam
obituary	dödsruna
object	invända
object to, oppose	opponera
object to, protest against	protestera mot
object, objects	objekt
object, thing	tingest
objection	invändning
objectives	objektiva
objectivity	objektivitet
obligate, oblige	förplikta
obligation	förpliktelse
obligation	skyldighet
obligation to report	anmälningsplikt
obligation, duty	plikt
oblige	göra en tjänst
obliged, compelled, fain, enforced	tvungen
obligin, occurring	förekommande
obliging	tjänstvillig
oblivion, forgetfulness	glömska
oblivious	glömsk
oblong, oval	avlång
obloquy, vituperation, abuse, invective	smädelse
obnoxious, offensive	anstötlig
obscenely	obscent
obscenity, smut	oanständighet
obscure	fördunkla
obscure, darken, eclipse	förmörka
obscure, muddy, turbid	grumlig
obscure, obscure, vague, muzzy, indistinct	otydlig
obscurity	dunkelhet
obsequies	begravningshögtidligheter
observance	efterlevnad
observant, attentive	uppmärksam
observation	iakttagelse
observatory	observatorium
observe	beakta
observe, regard, look at, envisage	betrakta
observer	iakttagare
obsess, infest	hemsöka
obsessed, possessed	besatt
obsession	besatthet
obsessional	tvångsmässig
obsinate, defiant	trotsig
obsolescence	förtvining
obsolescence	gammalmodighet
obsolete, outdated, outmoded, antiquated, bygone	föråldrad
obstacle, hindrance, impediment	hinder
obstinacy, obstinancy	envishet
obstreperous	bullrande
obstruct	täppa till
obstructive, thwarting	hindrande
obtain by force	tilltvinga
obtain, procure, find, get	skaffa
obtain, receive	erhålla
obtainable	anskaffbar
obtained	införskaffad
obtaining	införskaffande
obtrude	påtruga
obtrusion	påtvingande
obtuse	trubbig vinkel
obverse, front, facade	framsida
obviate	förebygga
obviate, remove	undanröja
obvious	självklar
obvious, palpable	påtaglig
obviously, apparently, evidently	tydligen
occasions	tillfällen
occult	ockult
occultic	ockulta
occupants	ockupanterna
occupation	sysselsättning
occupational	sysselsättnings-
occupied	ockuperade
occupy	upptaga
occupy, busy, occupy	sysselsätta
occupy, occupy	besätta
occupy, possess	besitta
occur, happen, attract	tilldraga
occurred	uppstått
occurrence, origin	uppkomst
ocean	ocean
oclock	klockan
ocr	optisk teckenidentifiering
octagon	åttahörning
octagonal	åttakantig
octavo	oktav
octavo	oktavformat
October	oktober
octopus, cuttlefish	bläckfisk
odd	sällsam
odd	udda
odd, outlandish	bisarr
odds	utsikter
odious, base, lowercase, mean, low	gemen
odious, hateful, invidious	förhatlig
odiously, hatefully	förhatligt
of all sorts	allehanda
of course	givetvis
of course, naturally	naturligtvis
of the same kind	likadan
of the time	dåvarande
of, by	av
off	åstad
off, from	från
off-hand	på rak arm
offal, dross, garbage	avskräde
offence, insult	förnärmelse
offence, misdemeanour	förseelse
offence, scandal	anstöt
offend, affront	förnärma
offender, criminal	förbrytare
offender, wrongdoer, culprit, sinner	syndare
offensive	offensiv
offensive weapon	angreppsvapen
offer	anbud (sälja)
offer	ergjudande
offer	offerera
offer, proffer	erbjuda
offeree	anbudstagare
offering	erbjudande
office, appointment	ämbete
office, chest of drawers, bureau	byrå
office, offices, office	kontor
office, situation, service, duty, favour	tjänst
officer, clerk, employee, official	tjänsteman
official	officiell
official	ämbetsman
officially	officiellt
officious	fjäskig
offshoot	sidoskott
offspring	avföda
offspring, progeny	avkomma
oft-times, often, frequently	ofta
ogle	ögonflirta
oh no!	ånej!
oh, pooh, eh	åh
oil	olja
oil-cloth	vaxduk
oil-seeds	oljeråvaror
oil-skins	oljekläder
oils	oljor
oilseeds	oljefrön
oily	oijig
okay	okej
old age	ålderdom
old woman	gumma
old woman	käring
old-time	gammeldags
olive	oliv
olive-green, olive	olivgrönt
omen	omen
omen, portent, foreboding, presage, harbinger	förebud
ominous, inauspicious	olycksbådande
omission	utelämnande
omits	utelämnar
omitted	utelämnad
omitting	överhoppad
omnipotence	allmakt
omnipotent, almighty	allsmäktig
omniscient	allvetande
on approval, superscription	till påseende
on closer inspection	vid närmare påseende
on duty for the day	jourhavande
on foot	till fots
on our behalf	på våra vägnar
on the contrary	däremot
on the contrary	tvärtom
on the first floor	en trappa upp
on the point of	på vippen
on the sly	i mjugg
on the sly	i smyg
on the whole	på det hela taget
on the whole	överhuvudtaget
on tiptoe	på tå
on, upon, in, at	på
on-screen	skärm-
onboard, on board, aboard	ombord
once	en gång
one another, each other	varandra
one or the other	någondera
one's matriculation	studenten
one, people, mane on a horse, we, husband, you	man
one-page	ensidiga
one-way	envägs-
ones, unify	ena
oneself, themselves, onself	sig
one`s more	om igen
onion, bulp	lök
only just barely	nätt och jämnt
only, merely	endast
onscreen	skärmbild
onslaught	våldsamt anfall
oozed	sipprade
opaque	ogenomskinlig
open	öppna
open slightly	glänta på
open-handed, generous, liberal	givmild
open-minded	fördomsfri
open-mindedness	fördomsfrihet
opened	öppnad
opening, hole	glugg
openings	öppningar
operate	operera
operates	opererar
operating	opererande
operations	operationer
operator	maskinist
operator	operatör
operator's	användares
opiate, barbitone	sömnmedel
opinion	åsikt
opinionated	påstridig
opinions	åsikter
opponent, adversary, objector, opponents	motståndare
opportunity, occasion	tillfälle
oppose	avstyrka
oppose	motsätta sig
opposed	kontrasterande
opposite to	mitt emot
opposition	motsättning
opposition	stridighet
oppress	förtrycka
oppress, depress	nedtrycka
oppressed	betryckt
oppressed	förtryckt
oppresses	nedtrycker
oppression	förtryck
opprobrious, abusive	smädlig
optic	optisk
optical	optiskt
optimally	optimalt
optimise, optimize	optimera
optimising	optimerande
optimistic	optimistisk
optimization, optimazation	optimering
optimum	optimal
option	valfrihet
option	valmöjlighet
optional	valfri
optionally	valfritt
options	valmöjligheter
opulence, wealth, prosperity	välstånd
opulent, lush, rank, luxuriant	yppig
oracle	orakel
orally, verbally	muntligen
orange	apelsin
orator	vältalare
orb	riksäpple
orbit, circulation	kretslopp
orbiting	omlopps
orchard	fruktträdgård
orchestra, orchestra, band	orkester
orchid	orkidé
orchids	orkidéer
ordain	prästviga
ordeal	eldprov
order	befalla
order, bespeak	beställa
ordering	beställning
orderly	ordonnans
orderly, well-arranged, shipshape	välordnad
ore	malm
organ	orgel
organ, organs	organ
organize, organise	organisera
organizer	organiserare
organizing	organiserar
orgasm	orgasm
orgasm, redemption, redeeming	utlösning
orgiginally	ursprungligen
orgy	orgie
orient	orienten
Orient - the	Orienten
oriental	orientalisk
oriented	orienterad
origin, extraction	härkomst
origin, nascency, origin, source	ursprung
origin, source	upprinnelse
original sin	arvsynd
original, eccentric	originell
originality	originallitet
originality, genuineness, authenticity	äkthet
originally	ursprunligen
originate	härröra
originated	skrivits
ornament	sira
ornament, adornment	prydnad
ornament, decoration	dekoration
ornamented, ornate	utsirad
ornaments	ornament
ornate	utsmyckad
ornate, decorated	dekorerad
ornithologist	fägelkännare
ornithologist	ornitolog
orotund	pompös
orphan	föräldrarlös
orphen-age	hem för föräldralösa
Orpheus	Orfeus
orpin	kärleksört
ortodox	renlärig
ortography	rättstavning
oscillate	oscillera
oscillator	oscillator
osier basket	mjärde
Oslo	Oslo
osmosis	osmos
osprey	fiskgjuse
ossification	bennybildning
ossification	förbening
ostentation	prål
ostentation	skrytsamt
ostentation	vräkighet
ostentatious	ostentativ
ostracism	uteslutning
ostrich	struts
other-government	andra som styr
otherguess	av ett annat slag
otherguess, other, else, another	annan
otherwise	annars
otherwise	anorlunda
otherwise	på annat sätt
otherworldly	världsfrämmande
otherworldly, immaterial, spiritual	andlig
otiose, bootless	gagnlös
otitis	otit
otitis	öroninflammation
otter	utter
ouch	aj!
ouch	oj!
ought	bör
ought to	böra
ought, should	borde
ounce	gnutta
ounce	uns=28.35gram
ounce, oz	uns
ourselves	oss själva
oust	kasta ut
oust, remove, eliminate	avlägsna
out	ut
out of doors, out	ute
out of humour	misslynt
out of order	i olag
out of order	i oordning
out of print	slutsåld bok
out of the way, aside	undan
out of time	i otakt
out of tune	ostämd
out-and-out, thorough, radical	grundlig
out-balance	uppväga
out-bid	bjuda över
out-of-date, out-of-print	utgångna
out-of-doors, outdoor, out of doors, outdoors	utomhus
out-of-the-way corner	avkrok
outbreak of fire	eldsvåda
outbreak, breaking out, outburst, eruption	utbrott
outbuilding, outhouse	uthus
outcast	utböling
outcast	utstött
outcaste	kastlös
outcropp, mountain, rock, mountains	berg
outcry, shout, cry, outcry, clamour, scream	rop
outdated	äldre version
outdistance, outclass, outstrip	distansera
outdoor grill	utegrill
outdoors	i fria luften
outer	utvändig
Outer Mongolia	Yttre Mongolit
outface	få ur fattning
outfall, muzzle on a rifle, muzzle	mynning
outfield	planens bortersta del
outfit, equip, endue, fit out	utrusta
outflank	överflygla
outflank, circumvent, outwit, outfox, outjockey	överlista
outflow	avflöde
outgo	uygifter
outgo, costs, charges	kostnader
outgrow	växa ur
outgrown	urvuxen
outgrowth, score, outcome, result, upshot, results	resultat
outgrowth, wart, wen	utväxt
outhermost	längst ut
outlaw	fredlös
outlawry	lagtrots
outlay	utlägg
outlay, expense	utgift
outlet, drain, drainage	avlopp
outlet, outflow, outfall, vent	utlopp
outline, contour	kontur
outlive, outlast, survive	överleva
outlook, look-out	utkik
outlying land	utmark
outlying land, far-off, distant, far away, remote	avlägsen
outmanoeuvre	utmanövrera
outmoded, unfashionable	omodern
outmost, uterly, last, farthest, utmost, furthest	ytterst
outnumber	överträffa i antal
outplay	spela ut
outpocket, cash	kontant
outpoint	poängbesegra
outpost	förpost
outpost	utpost
outprint	utgången på förlaget
output	utmatning
outrage	nidingsdåd
outrage, indignity, violation	kränkning
outrage, violate, infringe	kränka
outrank, surpass, outmatch, transcend, outdo	överträffa
outride	rida om
outrider	spanare
outright	rent ut
outright, completely, completly	fullständigt
outset, beginning	början
outshine	ställa i skuggan
outshine, outdo	överglänsa
outside	utanpå
outside	yttersida
outside, exterior	utsida
outsider	utomstående
outsize	specialstorlek
outskirts	utkanter
outsourcing	lämna ut egen verksamhet
outspokenness	frispråkighet
outstretched, prostrate, broad, extent	utsträckt
outward, outside	utanför
outwards, utwards	utåt
ovary	äggstock
oven	ugn
over, beyond, past, above, left, throughout	över
over-fertilization	övergödning
over-greased	överfettat
over-intellectual	överintellektuella
over-the-counter	över disk
over-write, overwrote	skriva över
overactive	överaktiva
overcame	övervann
overcast	molnig
overcharge	överdebitera
overcoat	överrock
overcrowded	trångbodd
overcrowded	överfylld
overdo, exaggerate, overstate	överdriva
overdraft	överskridande
overdraw	dra över kredit
overdress	utstyra
overexploitation	rovdrift
overfilled	överfyllda
overfish	utfiska
overflow, flood, swamp, overrun, inundate	översvämma
overflowing	översvämmande
overgrazing	överbetning
overgrown with	bevuxen
overhaul	översyn
overhead	fasta kostnader
overhear	få höra
overhear	får höra
overheat	överhettas
overheating	överhettning
overland	landvägen
overlap	delvis täcka
overlapping	överlappande
overload	överbelastning
overloaded	överbelastade
overlook, overlook	förbise
overpower, overwhelm	överväldiga
overprint	övertryck
overrate	överskatta
overrule, repeal, raise, annul, abolish	upphäva
overrun, exceed, overstep	överskrida
overseer	verkmästare
overshadow	överskugga
overshadows	överskuggar
oversight	förbiseende
oversleep	försova sig
overstrain	överansträngning
overstrike	överstryknings
overtake	köra om
overtax	överbeskattas
overthrow, upset	kullkasta
